Brand,Model,Body_Type,Variant_Tier,Year,Engine_Size,Battery_kWh,Fuel_Type,Transmission,Mileage,Seats,Owner_Count,Price
Hyundai,Alcazar,SUV,Mid,2024,1.5,0.0,Diesel,Manual,71213,6,1,1585000
Honda,Amaze,Sedan,Base,2021,1.2,0.0,Petrol,CVT,57849,5,1,420000
Tata,Punch,SUV,Mid,2023,1.2,0.0,Petrol,Manual,31042,5,1,635000
Maruti Suzuki,Wagon R,Hatchback,Top,2019,1.2,0.0,Petrol,Manual,86913,5,1,470000
Toyota,Innova Crysta,MPV,Top,2024,2.7,0.0,Petrol,Manual,23288,7,1,2150000
Toyota,Fortuner,SUV,Mid,2018,2.7,0.0,Petrol,Manual,84463,7,1,2070000
Tata,Hexa,MPV,Top,2019,2.2,0.0,Diesel,Manual,152966,7,1,945000
Mercedes-Benz,GLA,SUV,Mid,2024,1.3,0.0,Petrol,Automatic,28154,5,2,4095000
Skoda,Rapid,Sedan,Base,2017,1.6,0.0,Petrol,Manual,146949,5,3,225000
Toyota,Etios,Sedan,Base,2019,1.5,0.0,Petrol,Manual,130155,5,1,270000
Maruti Suzuki,Baleno,Hatchback,Mid,2022,1.2,0.0,Petrol,Manual,38545,5,1,655000
Mahindra,Bolero,SUV,Base,2022,1.5,0.0,Diesel,Manual,149839,7,1,520000
Volkswagen,Taigun,SUV,Base,2022,1.0,0.0,Petrol,Manual,49432,5,2,805000
MG,Comet EV,Hatchback,Base,2024,0.0,17.3,EV,Automatic,20254,4,1,575000
Volkswagen,Polo,Hatchback,Top,2022,1.0,0.0,Petrol,Manual,25514,5,1,805000
Maruti Suzuki,Ignis,Hatchback,Base,2022,1.2,0.0,Petrol,AMT,66490,5,1,415000
Tata,Nexon,SUV,Top,2019,1.5,0.0,Diesel,AMT,98949,5,1,885000
Renault,Kiger,SUV,Base,2023,1.0,0.0,Petrol,AMT,22629,5,1,685000
Tata,Tigor,Sedan,Mid,2024,1.2,0.0,CNG,Manual,57500,5,1,605000
Tata,Altroz,Hatchback,Mid,2020,1.2,0.0,Petrol,Manual,49628,5,1,540000
Honda,Civic,Sedan,Top,2022,1.8,0.0,Petrol,CVT,31873,5,1,1625000
Mahindra,XUV700,SUV,Top,2025,2.2,0.0,Diesel,Manual,23247,7,1,2145000
Hyundai,Santro,Hatchback,Mid,2018,1.1,0.0,CNG,Manual,168355,5,1,230000
Maruti Suzuki,Swift,Hatchback,Base,2017,1.3,0.0,Diesel,Manual,223329,5,1,225000
Volkswagen,Vento,Sedan,Top,2019,1.6,0.0,Petrol,Manual,49188,5,1,700000
Audi,A6,Sedan,Mid,2020,2.0,0.0,Petrol,Automatic,44527,5,1,2925000
Renault,Kwid,Hatchback,Mid,2022,0.8,0.0,Petrol,Manual,43191,5,2,370000
Hyundai,i20,Hatchback,Mid,2021,1.2,0.0,Petrol,Manual,50457,5,2,575000
Maruti Suzuki,Swift,Hatchback,Top,2019,1.3,0.0,Diesel,Manual,95155,5,1,520000
Maruti Suzuki,Eeco,MPV,Mid,2019,1.2,0.0,Petrol,Manual,91119,5,2,315000
Volkswagen,Virtus,Sedan,Base,2025,1.0,0.0,Petrol,Automatic,7927,5,1,1330000
Tata,Tiago,Hatchback,Mid,2021,1.2,0.0,Petrol,Manual,49226,5,1,440000
BMW,X3,SUV,Base,2023,2.0,0.0,Petrol,Automatic,17389,5,1,4410000
Hyundai,i20,Hatchback,Base,2024,1.0,0.0,Petrol,DCT,20317,5,1,875000
Toyota,Fortuner,SUV,Mid,2022,2.8,0.0,Diesel,Automatic,28688,7,1,4140000
Kia,Carens,MPV,Base,2024,1.5,0.0,Diesel,Manual,18683,7,1,1230000
Maruti Suzuki,Ertiga,MPV,Base,2019,1.5,0.0,CNG,Manual,136548,7,2,500000
BMW,X1,SUV,Mid,2024,1.5,0.0,Petrol,Automatic,23700,5,2,3055000
Mahindra,Bolero,SUV,Base,2025,1.5,0.0,Diesel,Manual,16992,7,1,700000
Maruti Suzuki,Alto 800,Hatchback,Base,2021,0.8,0.0,Petrol,Manual,68825,5,1,220000
Maruti Suzuki,Alto K10,Hatchback,Mid,2023,1.0,0.0,Petrol,Manual,29147,5,1,410000
Renault,Kiger,SUV,Mid,2026,1.0,0.0,Petrol,Manual,2297,5,1,800000
Tata,Tiago,Hatchback,Mid,2017,1.05,0.0,Diesel,Manual,120065,5,1,255000
Kia,Seltos,SUV,Base,2021,1.5,0.0,Petrol,Manual,99381,5,2,725000
Kia,Sonet,SUV,Top,2024,1.5,0.0,Diesel,Automatic,21791,5,1,1305000
Hyundai,Venue,SUV,Mid,2022,1.0,0.0,Petrol,iMT,57894,5,1,840000
Skoda,Rapid,Sedan,Top,2021,1.0,0.0,Petrol,Automatic,56033,5,1,845000
Jeep,Compass,SUV,Top,2025,2.0,0.0,Diesel,Automatic,15424,5,1,2680000
Maruti Suzuki,Baleno,Hatchback,Base,2022,1.2,0.0,Petrol,AMT,29817,5,2,640000
Kia,Seltos,SUV,Top,2022,1.5,0.0,Diesel,Manual,41843,5,1,1340000
Hyundai,Grand i10 Nios,Hatchback,Mid,2022,1.2,0.0,CNG,Manual,39004,5,2,585000
Hyundai,Exter,SUV,Top,2023,1.2,0.0,CNG,Manual,63474,5,1,780000
Hyundai,Venue,SUV,Top,2019,1.2,0.0,Petrol,Manual,70431,5,1,710000
Renault,Kwid,Hatchback,Mid,2026,1.0,0.0,Petrol,AMT,2226,5,1,660000
Maruti Suzuki,Alto K10,Hatchback,Mid,2022,1.0,0.0,Petrol,Manual,116419,5,1,270000
Hyundai,Alcazar,SUV,Base,2023,1.5,0.0,Diesel,Manual,33846,6,1,1475000
Tata,Tigor,Sedan,Base,2023,1.2,0.0,Petrol,Manual,38484,5,1,435000
Maruti Suzuki,Swift,Hatchback,Mid,2023,1.2,0.0,Petrol,Manual,30982,5,1,645000
Kia,Carens,MPV,Top,2025,1.5,0.0,Diesel,Manual,11896,7,2,1565000
Audi,A4,Sedan,Top,2024,2.0,0.0,Petrol,Automatic,14419,5,1,4310000
Maruti Suzuki,Swift,Hatchback,Base,2018,1.3,0.0,Diesel,AMT,92335,5,3,385000
Maruti Suzuki,Dzire,Sedan,Base,2026,1.2,0.0,Petrol,AMT,1660,5,1,830000
Mercedes-Benz,C-Class,Sedan,Mid,2022,2.0,0.0,Diesel,Automatic,60719,5,1,3515000
Maruti Suzuki,Ciaz,Sedan,Mid,2023,1.5,0.0,Petrol,Automatic,21884,5,1,970000
Maruti Suzuki,Wagon R,Hatchback,Mid,2024,1.2,0.0,Petrol,Manual,11671,5,1,615000
Audi,Q7,SUV,Top,2023,3.0,0.0,Petrol,Automatic,33552,7,1,7075000
Nissan,Sunny,Sedan,Mid,2019,1.5,0.0,Petrol,Manual,52440,5,3,340000
Tata,Tiago,Hatchback,Mid,2021,1.2,0.0,CNG,Manual,80590,5,1,495000
Toyota,Fortuner,SUV,Mid,2022,2.8,0.0,Diesel,Manual,35235,7,1,4215000
MG,Hector,SUV,Top,2024,2.0,0.0,Diesel,Manual,21353,5,1,2075000
Tata,Tiago,Hatchback,Mid,2021,1.2,0.0,Petrol,Manual,39624,5,1,430000
Tata,Tiago,Hatchback,Mid,2022,1.2,0.0,Petrol,Manual,46706,5,1,400000
Volkswagen,Virtus,Sedan,Top,2025,1.0,0.0,Petrol,Manual,18173,5,1,1450000
Tata,Tiago,Hatchback,Base,2020,1.2,0.0,Petrol,Manual,48953,5,1,330000
Toyota,Etios,Sedan,Mid,2019,1.5,0.0,Petrol,Manual,41970,5,2,335000
Hyundai,Creta,SUV,Base,2021,1.5,0.0,Petrol,Manual,47138,5,2,765000
Toyota,Etios,Sedan,Base,2017,1.5,0.0,Petrol,Manual,83664,5,2,230000
Toyota,Corolla Altis,Sedan,Top,2020,1.8,0.0,Petrol,CVT,88192,5,1,945000
Hyundai,Verna,Sedan,Mid,2022,1.5,0.0,Petrol,Manual,64701,5,1,840000
Honda,Amaze,Sedan,Base,2021,1.2,0.0,Petrol,Manual,57331,5,1,415000
Skoda,Octavia,Sedan,Base,2023,2.0,0.0,Petrol,Automatic,23156,5,1,1835000
Hyundai,Venue,SUV,Mid,2020,1.0,0.0,Petrol,iMT,40971,5,2,750000
Maruti Suzuki,Alto K10,Hatchback,Top,2023,1.0,0.0,Petrol,Manual,17999,5,1,430000
Maruti Suzuki,Eeco,MPV,Mid,2021,1.2,0.0,Petrol,Manual,74770,5,1,375000
Maruti Suzuki,Ertiga,MPV,Mid,2018,1.5,0.0,Petrol,Manual,104711,7,2,410000
Kia,Carnival,MPV,Top,2023,2.2,0.0,Diesel,Automatic,48296,7,1,3520000
Honda,Amaze,Sedan,Top,2021,1.2,0.0,Petrol,Manual,53637,5,1,580000
Maruti Suzuki,Eeco,MPV,Mid,2019,1.2,0.0,Petrol,Manual,49214,5,1,350000
Skoda,Kushaq,SUV,Base,2023,1.0,0.0,Petrol,Automatic,40572,5,2,1020000
Maruti Suzuki,Alto K10,Hatchback,Mid,2020,1.0,0.0,Petrol,AMT,40116,5,1,300000
Maruti Suzuki,Baleno,Hatchback,Mid,2023,1.2,0.0,Petrol,Manual,28314,5,1,750000
Volkswagen,Vento,Sedan,Base,2018,1.5,0.0,Diesel,Manual,83108,5,1,430000
Toyota,Fortuner,SUV,Top,2022,2.8,0.0,Diesel,Manual,125219,7,1,3335000
Kia,Seltos,SUV,Mid,2025,1.5,0.0,Diesel,Automatic,19409,5,1,1505000
Volkswagen,Taigun,SUV,Mid,2025,1.0,0.0,Petrol,Automatic,15664,5,2,1625000
Audi,A4,Sedan,Mid,2024,2.0,0.0,Petrol,Automatic,17068,5,1,3910000
Maruti Suzuki,Wagon R,Hatchback,Mid,2020,1.0,0.0,CNG,Manual,47805,5,1,480000
Skoda,Rapid,Sedan,Top,2022,1.0,0.0,Petrol,Manual,26354,5,2,765000
Tata,Nexon,SUV,Mid,2018,1.5,0.0,Diesel,Manual,111067,5,3,525000
Maruti Suzuki,Brezza,SUV,Base,2020,1.5,0.0,Petrol,Automatic,79263,5,2,560000
MG,Gloster,SUV,Top,2025,2.0,0.0,Diesel,Automatic,26390,7,1,4390000
Hyundai,Creta,SUV,Top,2024,1.5,0.0,Petrol,Manual,11194,5,1,1395000
Nissan,Magnite,SUV,Mid,2023,1.0,0.0,Petrol,Manual,37063,5,1,615000
Mahindra,Scorpio,SUV,Mid,2022,2.2,0.0,Diesel,Manual,116302,7,2,700000
Toyota,Innova Crysta,MPV,Mid,2019,2.4,0.0,Diesel,Manual,180901,7,2,1000000
Maruti Suzuki,Baleno,Hatchback,Base,2019,1.2,0.0,Petrol,AMT,74115,5,3,385000
MG,Hector,SUV,Mid,2020,1.5,0.0,Petrol,Manual,43302,5,1,1125000
Toyota,Camry,Sedan,Mid,2016,2.5,0.0,Petrol Hybrid,e-CVT,115057,5,2,1700000
Maruti Suzuki,Alto 800,Hatchback,Mid,2020,0.8,0.0,Petrol,Manual,72895,5,1,260000
Maruti Suzuki,Alto K10,Hatchback,Base,2020,1.0,0.0,Petrol,AMT,44660,5,2,245000
Kia,Sonet,SUV,Base,2021,1.0,0.0,Petrol,DCT,45335,5,2,795000
Maruti Suzuki,Baleno,Hatchback,Base,2019,1.2,0.0,Petrol,CVT,88202,5,1,415000
Mahindra,Scorpio,SUV,Base,2017,2.2,0.0,Diesel,Manual,152647,7,1,445000
Tata,Tigor,Sedan,Top,2024,1.2,0.0,Petrol,Manual,18208,5,1,660000
Maruti Suzuki,Eeco,MPV,Top,2018,1.2,0.0,Petrol,Manual,114995,5,1,270000
Mahindra,Thar,SUV,Mid,2022,2.2,0.0,Diesel,Automatic,41388,4,4,1235000
Maruti Suzuki,Ertiga,MPV,Mid,2022,1.5,0.0,CNG,Manual,78826,7,1,725000
Audi,Q3,SUV,Base,2021,2.0,0.0,Petrol,Automatic,27549,5,1,2395000
Renault,Kwid,Hatchback,Mid,2024,0.8,0.0,Petrol,Manual,26687,5,1,525000
Maruti Suzuki,Eeco,MPV,Mid,2024,1.2,0.0,CNG,Manual,48170,5,2,480000
Toyota,Innova Crysta,MPV,Top,2020,2.4,0.0,Diesel,Automatic,100462,7,2,2090000
Honda,CR-V,SUV,Top,2019,2.0,0.0,Petrol,Automatic,52116,5,2,1475000
BMW,5 Series,Sedan,Mid,2025,2.0,0.0,Petrol,Automatic,8761,5,1,6855000
Hyundai,Creta,SUV,Base,2022,1.5,0.0,Diesel,Automatic,45296,5,1,1075000
Mahindra,Thar,SUV,Base,2018,2.5,0.0,Diesel,Manual,101408,4,1,675000
MG,ZS EV,SUV,Mid,2022,0.0,50.3,EV,Automatic,60096,5,1,1460000
Maruti Suzuki,Baleno,Hatchback,Top,2020,1.2,0.0,Petrol,Manual,59174,5,1,610000
Toyota,Fortuner,SUV,Mid,2021,2.8,0.0,Diesel,Automatic,79464,7,1,3940000
Maruti Suzuki,Swift,Hatchback,Mid,2022,1.2,0.0,Petrol,AMT,50253,5,2,495000
Mahindra,XUV300,SUV,Mid,2021,1.2,0.0,Petrol,Manual,44377,5,1,785000
Hyundai,Verna,Sedan,Mid,2024,1.5,0.0,Petrol,IVT,16349,5,1,1315000
BMW,X3,SUV,Mid,2025,2.0,0.0,Petrol,Automatic,7440,5,1,5220000
Hyundai,Venue,SUV,Base,2020,1.0,0.0,Petrol,DCT,99274,5,1,695000
Maruti Suzuki,Dzire,Sedan,Base,2021,1.2,0.0,Petrol,Manual,71421,5,1,435000
Volkswagen,Taigun,SUV,Base,2021,1.0,0.0,Petrol,Manual,43597,5,2,770000
Volkswagen,Polo,Hatchback,Mid,2018,1.2,0.0,Petrol,Manual,78251,5,2,365000
Tata,Altroz,Hatchback,Mid,2025,1.2,0.0,Petrol,DCT,9627,5,1,965000
Tata,Harrier,SUV,Top,2025,2.0,0.0,Diesel,Manual,12929,5,1,2380000
Maruti Suzuki,Fronx,SUV,Top,2024,1.0,0.0,Petrol,Manual,24543,5,2,1080000
Mahindra,Marazzo,MPV,Base,2022,1.5,0.0,Diesel,Manual,63239,7,1,825000
Maruti Suzuki,S-Presso,Hatchback,Mid,2024,1.0,0.0,Petrol,Manual,20628,5,1,435000
Maruti Suzuki,Ciaz,Sedan,Mid,2022,1.5,0.0,Petrol,Manual,37241,5,1,735000
MG,Comet EV,Hatchback,Top,2024,0.0,17.3,EV,Automatic,37756,4,1,720000
Tata,Nexon EV,SUV,Top,2025,0.0,45.0,EV,Automatic,7661,5,1,2065000
Maruti Suzuki,Ertiga,MPV,Mid,2018,1.5,0.0,Petrol,Manual,58616,7,2,510000
Maruti Suzuki,Swift,Hatchback,Mid,2023,1.2,0.0,Petrol,AMT,21300,5,1,710000
Audi,Q5,SUV,Base,2019,2.0,0.0,Diesel,Automatic,83469,5,2,2490000
Maruti Suzuki,Swift,Hatchback,Top,2024,1.2,0.0,Petrol,Manual,18281,5,2,745000
Maruti Suzuki,XL6,MPV,Mid,2023,1.5,0.0,Petrol,Manual,18749,6,1,1005000
Maruti Suzuki,Baleno,Hatchback,Base,2025,1.2,0.0,Petrol,Manual,8290,5,1,725000
Maruti Suzuki,Alto 800,Hatchback,Mid,2021,0.8,0.0,Petrol,Manual,38971,5,1,275000
Hyundai,Grand i10 Nios,Hatchback,Top,2025,1.2,0.0,Petrol,Manual,7250,5,1,705000
Mercedes-Benz,C-Class,Sedan,Mid,2022,2.0,0.0,Diesel,Automatic,70786,5,1,3790000
Hyundai,i20,Hatchback,Mid,2024,1.2,0.0,Petrol,Manual,25187,5,1,715000
Toyota,Glanza,Hatchback,Mid,2019,1.2,0.0,Petrol,Manual,87895,5,1,455000
Tata,Harrier,SUV,Base,2023,2.0,0.0,Diesel,Manual,25567,5,1,1445000
Toyota,Fortuner,SUV,Top,2022,2.8,0.0,Diesel,Automatic,42645,7,1,4650000
Tata,Harrier,SUV,Top,2021,2.0,0.0,Diesel,Manual,52227,5,1,1525000
Tata,Tiago,Hatchback,Top,2023,1.2,0.0,Petrol,Manual,19431,5,1,590000
Mahindra,Scorpio Classic,SUV,Top,2024,2.2,0.0,Diesel,Manual,19782,7,1,1490000
Tata,Tiago,Hatchback,Base,2019,1.05,0.0,Diesel,Manual,102127,5,2,275000
Skoda,Rapid,Sedan,Base,2022,1.0,0.0,Petrol,Manual,60899,5,1,520000
Tata,Nexon,SUV,Top,2018,1.2,0.0,Petrol,Manual,84943,5,2,580000
Kia,Carens,MPV,Base,2025,1.5,0.0,Diesel,Manual,17176,7,1,1280000
Maruti Suzuki,Dzire,Sedan,Base,2024,1.2,0.0,Petrol,AMT,15384,5,1,725000
Tata,Tigor,Sedan,Base,2021,1.2,0.0,Petrol,Manual,35288,5,1,465000
Tata,Nexon EV,SUV,Base,2023,0.0,40.5,EV,Automatic,32400,5,1,1215000
Hyundai,Grand i10,Hatchback,Base,2018,1.1,0.0,Diesel,Manual,250000,5,1,175000
Renault,Triber,MPV,Base,2023,1.0,0.0,Petrol,AMT,31547,7,1,485000
Hyundai,Grand i10 Nios,Hatchback,Mid,2020,1.2,0.0,Petrol,AMT,50727,5,2,475000
Maruti Suzuki,Ertiga,MPV,Top,2023,1.5,0.0,Petrol,Manual,35436,7,1,875000
Renault,Duster,SUV,Base,2020,1.5,0.0,Diesel,AMT,63622,5,1,530000
Maruti Suzuki,Ertiga,MPV,Mid,2024,1.5,0.0,Petrol,Manual,27524,7,1,815000
Hyundai,Venue,SUV,Base,2020,1.0,0.0,Petrol,iMT,34444,5,1,675000
Hyundai,Verna,Sedan,Mid,2025,1.5,0.0,Petrol,Manual,18574,5,1,1025000
Ford,EcoSport,SUV,Top,2021,1.5,0.0,Diesel,Manual,61244,5,1,850000
Honda,Amaze,Sedan,Mid,2024,1.2,0.0,Petrol,CVT,31126,5,2,755000
Tata,Altroz,Hatchback,Mid,2025,1.2,0.0,Petrol,Manual,11732,5,1,810000
Kia,Carnival,MPV,Base,2026,2.2,0.0,Diesel,Automatic,4251,7,1,3220000
Mahindra,XUV500,SUV,Mid,2020,2.2,0.0,Diesel,Automatic,99768,7,2,955000
Audi,A6,Sedan,Base,2022,2.0,0.0,Petrol,Automatic,41686,5,1,3465000
Skoda,Octavia,Sedan,Base,2024,2.0,0.0,Petrol,Automatic,38305,5,1,1765000
Hyundai,Creta,SUV,Base,2023,1.5,0.0,Petrol,Manual,22921,5,1,995000
Audi,Q5,SUV,Mid,2025,2.0,0.0,Petrol,Automatic,5916,5,1,7440000
Toyota,Innova Crysta,MPV,Mid,2017,2.8,0.0,Diesel,Automatic,96634,7,2,1240000
Maruti Suzuki,Alto K10,Hatchback,Base,2022,1.0,0.0,Petrol,AMT,31265,5,1,315000
Maruti Suzuki,XL6,MPV,Top,2025,1.5,0.0,Petrol,Manual,10887,6,1,1280000
Mahindra,XUV300,SUV,Mid,2024,1.5,0.0,Diesel,Manual,27437,5,1,930000
Maruti Suzuki,Baleno,Hatchback,Mid,2017,1.3,0.0,Diesel,Manual,89301,5,1,380000
Mahindra,Bolero,SUV,Top,2020,1.5,0.0,Diesel,Manual,58955,7,2,780000
Hyundai,Verna,Sedan,Mid,2023,1.5,0.0,Petrol,Manual,23159,5,1,945000
Toyota,Innova Crysta,MPV,Top,2022,2.4,0.0,Diesel,Automatic,45289,7,1,2240000
Maruti Suzuki,Alto 800,Hatchback,Mid,2017,0.8,0.0,Petrol,Manual,95684,5,2,170000
Renault,Kwid,Hatchback,Mid,2018,1.0,0.0,Petrol,Manual,125697,5,1,195000
Hyundai,Verna,Sedan,Mid,2023,1.5,0.0,Petrol,DCT,34897,5,1,1230000
Maruti Suzuki,Dzire,Sedan,Top,2022,1.2,0.0,Petrol,Manual,30485,5,1,710000
Hyundai,Ioniq 5,SUV,Mid,2023,0.0,72.6,EV,Automatic,19505,5,2,3430000
Honda,City,Sedan,Mid,2023,1.5,0.0,Petrol,CVT,41807,5,1,965000
Mahindra,XUV700,SUV,Mid,2025,2.0,0.0,Petrol,Automatic,10236,7,1,1975000
Toyota,Innova Crysta,MPV,Base,2017,2.7,0.0,Petrol,Automatic,86678,7,2,1090000
Maruti Suzuki,Celerio,Hatchback,Top,2020,1.0,0.0,Petrol,AMT,34083,5,2,450000
Renault,Triber,MPV,Mid,2021,1.0,0.0,Petrol,Manual,115485,7,2,375000
Honda,Amaze,Sedan,Top,2024,1.2,0.0,Petrol,CVT,13105,5,2,825000
Maruti Suzuki,Wagon R,Hatchback,Base,2023,1.2,0.0,Petrol,Manual,31535,5,1,550000
Kia,Seltos,SUV,Base,2025,1.5,0.0,Diesel,Manual,15122,5,1,1240000
Tata,Tiago,Hatchback,Mid,2022,1.2,0.0,Petrol,AMT,51427,5,1,475000
Tata,Tiago,Hatchback,Mid,2019,1.2,0.0,Petrol,AMT,42659,5,1,375000
Hyundai,Venue,SUV,Top,2024,1.5,0.0,Diesel,Manual,24730,5,1,1155000
Hyundai,Creta,SUV,Base,2025,1.5,0.0,Diesel,Manual,12752,5,1,1195000
Toyota,Innova Crysta,MPV,Top,2023,2.4,0.0,Diesel,Manual,102660,7,1,2120000
Maruti Suzuki,Celerio,Hatchback,Mid,2024,1.0,0.0,CNG,Manual,33770,5,1,465000
Hyundai,Grand i10,Hatchback,Mid,2017,1.2,0.0,Petrol,Manual,137497,5,1,225000
Mercedes-Benz,GLE,SUV,Mid,2022,2.0,0.0,Diesel,Automatic,50585,5,1,6885000
Tata,Tiago,Hatchback,Mid,2023,1.2,0.0,Petrol,Manual,27886,5,1,525000
Hyundai,Venue,SUV,Top,2021,1.4,0.0,Diesel,Manual,53594,5,1,1025000
Maruti Suzuki,Brezza,SUV,Mid,2026,1.5,0.0,Petrol,Automatic,1927,5,1,1255000
Tata,Harrier,SUV,Top,2022,2.0,0.0,Diesel,Automatic,43391,5,1,2010000
Maruti Suzuki,XL6,MPV,Base,2025,1.5,0.0,Petrol,Manual,11412,6,2,950000
Maruti Suzuki,Baleno,Hatchback,Mid,2020,1.2,0.0,Petrol,AMT,50524,5,2,550000
Maruti Suzuki,Baleno,Hatchback,Top,2016,1.2,0.0,Petrol,Manual,61071,5,1,440000
Tata,Nexon,SUV,Base,2024,1.2,0.0,Petrol,Manual,12771,5,2,825000
Mahindra,TUV300,SUV,Mid,2017,1.5,0.0,Diesel,Manual,124421,7,2,330000
Maruti Suzuki,Wagon R,Hatchback,Top,2022,1.0,0.0,Petrol,AMT,38940,5,2,570000
Maruti Suzuki,Swift,Hatchback,Base,2024,1.2,0.0,Petrol,AMT,24480,5,1,645000
Mahindra,XUV700,SUV,Base,2023,2.2,0.0,Diesel,Manual,60348,7,1,1465000
Mahindra,Thar,SUV,Mid,2022,2.2,0.0,Diesel,Manual,92734,4,1,1150000
Tata,Altroz,Hatchback,Base,2020,1.5,0.0,Diesel,Manual,46824,5,1,505000
Maruti Suzuki,Baleno,Hatchback,Mid,2024,1.2,0.0,Petrol,Manual,21784,5,1,780000
Tata,Nexon,SUV,Base,2024,1.5,0.0,Diesel,AMT,38811,5,1,1060000
Jeep,Compass,SUV,Mid,2023,2.0,0.0,Diesel,Manual,83542,5,1,1495000
Mahindra,Scorpio,SUV,Base,2019,2.2,0.0,Diesel,Manual,59563,7,1,820000
Maruti Suzuki,Ciaz,Sedan,Top,2021,1.5,0.0,Diesel,Manual,99914,5,1,820000
Tata,Tigor,Sedan,Mid,2023,1.2,0.0,CNG,Manual,51131,5,1,560000
Hyundai,i20,Hatchback,Mid,2024,1.2,0.0,Petrol,Manual,37340,5,2,720000
Maruti Suzuki,Celerio,Hatchback,Mid,2023,1.0,0.0,Petrol,Manual,46316,5,1,420000
Hyundai,Grand i10 Nios,Hatchback,Top,2019,1.2,0.0,Petrol,AMT,74677,5,1,470000
Ford,Freestyle,SUV,Top,2020,1.5,0.0,Diesel,Manual,83026,5,1,605000
Hyundai,Creta,SUV,Base,2026,1.5,0.0,Petrol,Manual,2755,5,1,1210000
Renault,Duster,SUV,Mid,2017,1.5,0.0,Diesel,AMT,142478,5,1,390000
Toyota,Glanza,Hatchback,Mid,2024,1.2,0.0,Petrol,Manual,22262,5,1,695000
Toyota,Urban Cruiser Hyryder,SUV,Base,2025,1.5,0.0,Petrol,Automatic,6779,5,1,1355000
Maruti Suzuki,Alto 800,Hatchback,Top,2020,0.8,0.0,CNG,Manual,38215,5,1,360000
Mahindra,XUV700,SUV,Mid,2025,2.2,0.0,Diesel,Automatic,26360,7,1,2205000
Maruti Suzuki,Swift,Hatchback,Base,2023,1.2,0.0,Petrol,Manual,61053,5,1,515000
Honda,City,Sedan,Base,2021,1.5,0.0,Petrol,CVT,17248,5,3,815000
Maruti Suzuki,XL6,MPV,Top,2025,1.5,0.0,Petrol,Automatic,12318,6,1,1390000
Hyundai,Creta,SUV,Top,2022,1.5,0.0,Petrol,Manual,59755,5,1,1055000
Toyota,Innova Crysta,MPV,Base,2023,2.4,0.0,Diesel,Manual,50601,7,2,1755000
Maruti Suzuki,Alto K10,Hatchback,Base,2017,1.0,0.0,Petrol,Manual,93535,5,2,160000
Maruti Suzuki,Eeco,MPV,Mid,2022,1.2,0.0,Petrol,Manual,36670,5,1,420000
Volvo,XC40,SUV,Base,2022,2.0,0.0,Petrol,Automatic,57309,5,2,2465000
Maruti Suzuki,Wagon R,Hatchback,Base,2017,1.0,0.0,Petrol,Manual,81982,5,2,260000
Hyundai,Aura,Sedan,Base,2024,1.2,0.0,Petrol,Manual,25128,5,2,545000
Hyundai,Exter,SUV,Top,2023,1.2,0.0,Petrol,Manual,24285,5,1,905000
Hyundai,Creta,SUV,Mid,2019,1.6,0.0,Diesel,Automatic,97358,5,1,905000
Tata,Bolt,Hatchback,Mid,2018,1.2,0.0,Petrol,Manual,85561,5,3,180000
Maruti Suzuki,Ertiga,MPV,Mid,2024,1.5,0.0,Petrol,Manual,17636,7,2,785000
Honda,Amaze,Sedan,Top,2026,1.2,0.0,Petrol,Manual,4976,5,1,990000
Tata,Tiago,Hatchback,Base,2016,1.2,0.0,Petrol,Manual,145394,5,4,155000
Hyundai,Exter,SUV,Top,2024,1.2,0.0,Petrol,Manual,15166,5,1,820000
Audi,Q5,SUV,Base,2018,2.0,0.0,Diesel,Automatic,85905,5,1,2230000
Mercedes-Benz,E-Class,Sedan,Mid,2025,2.0,0.0,Petrol,Automatic,10645,5,1,6690000
Maruti Suzuki,Swift,Hatchback,Top,2025,1.2,0.0,Petrol,Manual,14593,5,1,770000
Hyundai,i20,Hatchback,Mid,2024,1.0,0.0,Petrol,iMT,25183,5,1,775000
Maruti Suzuki,Brezza,SUV,Mid,2021,1.5,0.0,Petrol,Manual,58349,5,1,690000
Maruti Suzuki,Ignis,Hatchback,Base,2020,1.2,0.0,Petrol,Manual,62065,5,1,370000
Honda,City,Sedan,Mid,2025,1.5,0.0,Petrol,CVT,30317,5,1,1195000
Mahindra,Thar,SUV,Base,2019,2.5,0.0,Diesel,Manual,110137,4,4,595000
Hyundai,Venue,SUV,Top,2023,1.2,0.0,Petrol,Manual,47381,5,2,905000
Maruti Suzuki,Grand Vitara,SUV,Base,2024,1.5,0.0,Petrol Hybrid,e-CVT,48311,5,1,1375000
Maruti Suzuki,Eeco,MPV,Top,2017,1.2,0.0,Petrol,Manual,105655,5,1,260000
Volvo,XC60,SUV,Top,2022,2.0,0.0,Petrol,Automatic,43718,5,1,4845000
MG,Hector Plus,SUV,Base,2024,1.5,0.0,Petrol,Manual,13231,7,2,1645000
Maruti Suzuki,Wagon R,Hatchback,Base,2023,1.0,0.0,Petrol,Manual,17810,5,1,415000
Tata,Tiago,Hatchback,Top,2021,1.2,0.0,Petrol,Manual,135075,5,1,335000
Honda,Amaze,Sedan,Base,2024,1.2,0.0,Petrol,CVT,16770,5,1,655000
Tata,Altroz,Hatchback,Top,2022,1.2,0.0,Petrol,Manual,35075,5,1,750000
